,comment,rating,sentimen,cleaned_comment,case_folding,text_tokens,text_stopword
907,Fitur foto keren👍,5,1,Fiturfotokeren,fiturfotokeren,['fiturfotokeren'],['fiturfotokeren']
908,bagus,5,1,bagus,bagus,['bagus'],['bagus']
909,kenapa gk semua server bisa komen foto sih😡,2,-1,kenapagksemuaserverbisakomenfotosih,kenapagksemuaserverbisakomenfotosih,['kenapagksemuaserverbisakomenfotosih'],['kenapagksemuaserverbisakomenfotosih']
910,Aplikasi ini bagus,5,1,Aplikasiinibagus,aplikasiinibagus,['aplikasiinibagus'],['aplikasiinibagus']
911,Video yang menarik dari lucu berbagai video aku termotivasi dengan video yang baik,4,1,Videoyangmenarikdarilucuberbagaivideoakutermotivasidenganvideoyangbaik,videoyangmenarikdarilucuberbagaivideoakutermotivasidenganvideoyangbaik,['videoyangmenarikdarilucuberbagaivideoakutermotivasidenganvideoyangbaik'],['videoyangmenarikdarilucuberbagaivideoakutermotivasidenganvideoyangbaik']
912,Terbaik aku suka sekali aplikasinya,5,1,Terbaikakusukasekaliaplikasinya,terbaikakusukasekaliaplikasinya,['terbaikakusukasekaliaplikasinya'],['terbaikakusukasekaliaplikasinya']
913,Bagus,5,1,Bagus,bagus,['bagus'],['bagus']
914,sangat terhibur,5,1,sangatterhibur,sangatterhibur,['sangatterhibur'],['sangatterhibur']
915,Bikin komen foto tapi gak permanen dan ada akun orang,3,0,Bikinkomenfototapigakpermanendanadaakunorang,bikinkomenfototapigakpermanendanadaakunorang,['bikinkomenfototapigakpermanendanadaakunorang'],['bikinkomenfototapigakpermanendanadaakunorang']
916,"Saya suka banget sama aplikasi ini , Aku bisa punya teman banyak di tiktok",5,1,SayasukabangetsamaaplikasiiniAkubisapunyatemanbanyakditiktok,sayasukabangetsamaaplikasiiniakubisapunyatemanbanyakditiktok,['sayasukabangetsamaaplikasiiniakubisapunyatemanbanyakditiktok'],['sayasukabangetsamaaplikasiiniakubisapunyatemanbanyakditiktok']
917,aplikasi nya si udah bagus tapi saat aku mau kirim malah waktu nya itu malah mondar mandir 10 naik ke 11 lalu turun lagi ke 10 pusin aku mah 😡😡😡😡😡😡😡 kenapasi,3,0,aplikasinyasiudahbagustapisaatakumaukirimmalahwaktunyaitumalahmondarmandirnaikkelaluturunlagikepusinakumahkenapasi,aplikasinyasiudahbagustapisaatakumaukirimmalahwaktunyaitumalahmondarmandirnaikkelaluturunlagikepusinakumahkenapasi,['aplikasinyasiudahbagustapisaatakumaukirimmalahwaktunyaitumalahmondarmandirnaikkelaluturunlagikepusinakumahkenapasi'],['aplikasinyasiudahbagustapisaatakumaukirimmalahwaktunyaitumalahmondarmandirnaikkelaluturunlagikepusinakumahkenapasi']
918,bad,1,-1,bad,bad,['bad'],['bad']
919,Flinton Germanu,1,-1,FlintonGermanu,flintongermanu,['flintongermanu'],['flintongermanu']
920,Sangat menghibur,5,1,Sangatmenghibur,sangatmenghibur,['sangatmenghibur'],['sangatmenghibur']
921,Sangat Bagus 🤜🏻🤛🏻❤️‍🔥💯😍🫶🏻,5,1,SangatBagus,sangatbagus,['sangatbagus'],['sangatbagus']
922,Doger,5,1,Doger,doger,['doger'],['doger']
923,Sekarang GK seperti dulu sih,3,0,SekarangGKsepertidulusih,sekaranggksepertidulusih,['sekaranggksepertidulusih'],['sekaranggksepertidulusih']
924,BAGUSSSSSSßSSSSSSSSSSSSSSSSSSS,5,1,BAGUSSSSSSSSSSSSSSSSSSSSSSSSS,bagusssssssssssssssssssssssss,['bagusssssssssssssssssssssssss'],['bagusssssssssssssssssssssssss']
925,Kok ga bisa kebika apk ini,4,1,Kokgabisakebikaapkini,kokgabisakebikaapkini,['kokgabisakebikaapkini'],['kokgabisakebikaapkini']
926,Bagus kali ini,5,1,Baguskaliini,baguskaliini,['baguskaliini'],['baguskaliini']
927,Ku lm sih instal inya 🤔🤔,4,1,Kulmsihinstalinya,kulmsihinstalinya,['kulmsihinstalinya'],['kulmsihinstalinya']
928,"Kenapa tiktok sekarang jelek ya akun saya tiba tiba keluar dan diminta kata sandi,",2,-1,Kenapatiktoksekarangjelekyaakunsayatibatibakeluardandimintakatasandi,kenapatiktoksekarangjelekyaakunsayatibatibakeluardandimintakatasandi,['kenapatiktoksekarangjelekyaakunsayatibatibakeluardandimintakatasandi'],['kenapatiktoksekarangjelekyaakunsayatibatibakeluardandimintakatasandi']
929,Saia suka aplikasi tiktok,5,1,Saiasukaaplikasitiktok,saiasukaaplikasitiktok,['saiasukaaplikasitiktok'],['saiasukaaplikasitiktok']
930,#holly la vida en,5,1,hollylavidaen,hollylavidaen,['hollylavidaen'],['hollylavidaen']
931,"Aplikasinya bagus,,dan sanggat mudah untuk digunakan",5,1,Aplikasinyabagusdansanggatmudahuntukdigunakan,aplikasinyabagusdansanggatmudahuntukdigunakan,['aplikasinyabagusdansanggatmudahuntukdigunakan'],['aplikasinyabagusdansanggatmudahuntukdigunakan']
932,Edu 027,1,-1,Edu,edu,['edu'],['edu']
933,"Sangat baik, Saya suka dengat apk ini",5,1,SangatbaikSayasukadengatapkini,sangatbaiksayasukadengatapkini,['sangatbaiksayasukadengatapkini'],['sangatbaiksayasukadengatapkini']
934,Menyala,4,1,Menyala,menyala,['menyala'],['menyala']
935,Minta buka pidio tiktokania,4,1,Mintabukapidiotiktokania,mintabukapidiotiktokania,['mintabukapidiotiktokania'],['mintabukapidiotiktokania']
936,Kamera tik tok suka ilang,2,-1,Kameratiktoksukailang,kameratiktoksukailang,['kameratiktoksukailang'],['kameratiktoksukailang']
937,Ngelag...udah itu aja,2,-1,Ngelagudahituaja,ngelagudahituaja,['ngelagudahituaja'],['ngelagudahituaja']
938,Keren,5,1,Keren,keren,['keren'],['keren']
939,Makin hari makin sakit hati ini sama TIKTOK ngk kayak biasa sinyal nya bagus ini semakin di update makin gergetan 😈,1,-1,MakinharimakinsakithatiinisamaTIKTOKngkkayakbiasasinyalnyabagusinisemakindiupdatemakingergetan,makinharimakinsakithatiinisamatiktokngkkayakbiasasinyalnyabagusinisemakindiupdatemakingergetan,['makinharimakinsakithatiinisamatiktokngkkayakbiasasinyalnyabagusinisemakindiupdatemakingergetan'],['makinharimakinsakithatiinisamatiktokngkkayakbiasasinyalnyabagusinisemakindiupdatemakingergetan']
940,Apk ini baik karena bisa memberi hiburan untuk kita😘,2,-1,Apkinibaikkarenabisamemberihiburanuntukkita,apkinibaikkarenabisamemberihiburanuntukkita,['apkinibaikkarenabisamemberihiburanuntukkita'],['apkinibaikkarenabisamemberihiburanuntukkita']
941,Kerena suka ahah,5,1,Kerenasukaahah,kerenasukaahah,['kerenasukaahah'],['kerenasukaahah']
942,plesee tiktok shop ya ganti yg indonesia,4,1,pleseetiktokshopyagantiygindonesia,pleseetiktokshopyagantiygindonesia,['pleseetiktokshopyagantiygindonesia'],['pleseetiktokshopyagantiygindonesia']
943,Oky,5,1,Oky,oky,['oky'],['oky']
944,Rey-2006🎊,5,1,Rey,rey,['rey'],['rey']
945,Saya kasih bintang 3 dulu ya,2,-1,Sayakasihbintangduluya,sayakasihbintangduluya,['sayakasihbintangduluya'],['sayakasihbintangduluya']
946,"Semoga tambah bagus vitur"" tiktok",5,1,Semogatambahbagusviturtiktok,semogatambahbagusviturtiktok,['semogatambahbagusviturtiktok'],['semogatambahbagusviturtiktok']
947,"Apalah tik tok nih dikit"" hapus dikit"" hapus cmn blg ""tinggi ku 162"" di komen di hapus bikin video di hapus gajelas sok ketat panduan komunitas apalah gajelas bgt bikin org emosi aja udh cape ngedit video trus di hps sma tik tok",1,-1,Apalahtiktoknihdikithapusdikithapuscmnblgtinggikudikomendihapusbikinvideodihapusgajelassokketatpanduankomunitasapalahgajelasbgtbikinorgemosiajaudhcapengeditvideotrusdihpssmatiktok,apalahtiktoknihdikithapusdikithapuscmnblgtinggikudikomendihapusbikinvideodihapusgajelassokketatpanduankomunitasapalahgajelasbgtbikinorgemosiajaudhcapengeditvideotrusdihpssmatiktok,['apalahtiktoknihdikithapusdikithapuscmnblgtinggikudikomendihapusbikinvideodihapusgajelassokketatpanduankomunitasapalahgajelasbgtbikinorgemosiajaudhcapengeditvideotrusdihpssmatiktok'],['apalahtiktoknihdikithapusdikithapuscmnblgtinggikudikomendihapusbikinvideodihapusgajelassokketatpanduankomunitasapalahgajelasbgtbikinorgemosiajaudhcapengeditvideotrusdihpssmatiktok']
948,Knp di saya kagak ada fto yg bisa di geser,5,1,Knpdisayakagakadaftoygbisadigeser,knpdisayakagakadaftoygbisadigeser,['knpdisayakagakadaftoygbisadigeser'],['knpdisayakagakadaftoygbisadigeser']
949,Saya suka,5,1,Sayasuka,sayasuka,['sayasuka'],['sayasuka']
950,Ok,5,1,Ok,ok,['ok'],[]
951,Mantab,5,1,Mantab,mantab,['mantab'],['mantab']
952,bagus,5,1,bagus,bagus,['bagus'],['bagus']
953,3 m8 n?ñomķkkkkkķkmm,3,0,mnomkkkkkkmm,mnomkkkkkkmm,['mnomkkkkkkmm'],['mnomkkkkkkmm']
954,"Akun lama saya hilang, Saya sudah lihat caranya di youtube, tik tok tetap gak bisa",1,-1,AkunlamasayahilangSayasudahlihatcaranyadiyoutubetiktoktetapgakbisa,akunlamasayahilangsayasudahlihatcaranyadiyoutubetiktoktetapgakbisa,['akunlamasayahilangsayasudahlihatcaranyadiyoutubetiktoktetapgakbisa'],['akunlamasayahilangsayasudahlihatcaranyadiyoutubetiktoktetapgakbisa']
955,Lelet bnget,5,1,Leletbnget,leletbnget,['leletbnget'],['leletbnget']
956,Mulai ditinggal pengguna,1,-1,Mulaiditinggalpengguna,mulaiditinggalpengguna,['mulaiditinggalpengguna'],['mulaiditinggalpengguna']
957,Love,5,1,Love,love,['love'],['love']
958,good😎,5,1,good,good,['good'],['good']
959,Good,5,1,Good,good,['good'],['good']
960,Bagus banyak teman,5,1,Bagusbanyakteman,bagusbanyakteman,['bagusbanyakteman'],['bagusbanyakteman']
961,Sangat baguss,3,0,Sangatbaguss,sangatbaguss,['sangatbaguss'],['sangatbaguss']
962,Keren banget,5,1,Kerenbanget,kerenbanget,['kerenbanget'],['kerenbanget']
963,Saya uciha aplikasi ini sangat cocok untuk tobrut,5,1,Sayaucihaaplikasiinisangatcocokuntuktobrut,sayaucihaaplikasiinisangatcocokuntuktobrut,['sayaucihaaplikasiinisangatcocokuntuktobrut'],['sayaucihaaplikasiinisangatcocokuntuktobrut']
964,Saya sangat suka tiktok. Karna kita bisa bikin live. Kita bisa buat konten 😬😍,5,1,SayasangatsukatiktokKarnakitabisabikinliveKitabisabuatkonten,sayasangatsukatiktokkarnakitabisabikinlivekitabisabuatkonten,['sayasangatsukatiktokkarnakitabisabikinlivekitabisabuatkonten'],['sayasangatsukatiktokkarnakitabisabikinlivekitabisabuatkonten']
965,apliksi nya menghibur aku suka bngt tapi knp akun aku tiba tiba di blokir sama tiktok😔😔😔😔😔😔😔😔😔😔😔😔,5,1,apliksinyamenghiburakusukabngttapiknpakunakutibatibadiblokirsamatiktok,apliksinyamenghiburakusukabngttapiknpakunakutibatibadiblokirsamatiktok,['apliksinyamenghiburakusukabngttapiknpakunakutibatibadiblokirsamatiktok'],['apliksinyamenghiburakusukabngttapiknpakunakutibatibadiblokirsamatiktok']
966,عالی اس,5,1,,,[],[]
967,BAGUS BGTTTT,4,1,BAGUSBGTTTT,bagusbgtttt,['bagusbgtttt'],['bagusbgtttt']
968,Mantaaf,4,1,Mantaaf,mantaaf,['mantaaf'],['mantaaf']
969,aplikasi nya bagus sihh tapi buat simpan vidie ko susah,2,-1,aplikasinyabagussihhtapibuatsimpanvidiekosusah,aplikasinyabagussihhtapibuatsimpanvidiekosusah,['aplikasinyabagussihhtapibuatsimpanvidiekosusah'],['aplikasinyabagussihhtapibuatsimpanvidiekosusah']
970,sangat bagus,5,1,sangatbagus,sangatbagus,['sangatbagus'],['sangatbagus']
971,Jelek,5,1,Jelek,jelek,['jelek'],['jelek']
972,Keren,5,1,Keren,keren,['keren'],['keren']
973,Tiktok nya bagus tapi lama padahal ga macet jaringan nya🙄,5,1,Tiktoknyabagustapilamapadahalgamacetjaringannya,tiktoknyabagustapilamapadahalgamacetjaringannya,['tiktoknyabagustapilamapadahalgamacetjaringannya'],['tiktoknyabagustapilamapadahalgamacetjaringannya']
974,"Gagara tiktok live banyak yg selingkuh,,",1,-1,Gagaratiktoklivebanyakygselingkuh,gagaratiktoklivebanyakygselingkuh,['gagaratiktoklivebanyakygselingkuh'],['gagaratiktoklivebanyakygselingkuh']
975,Karena saya bisa belajar tentang apa itu tiktok,4,1,Karenasayabisabelajartentangapaitutiktok,karenasayabisabelajartentangapaitutiktok,['karenasayabisabelajartentangapaitutiktok'],['karenasayabisabelajartentangapaitutiktok']
976,Saya tidak ada komen semuanya just perfect,5,1,Sayatidakadakomensemuanyajustperfect,sayatidakadakomensemuanyajustperfect,['sayatidakadakomensemuanyajustperfect'],['sayatidakadakomensemuanyajustperfect']
977,Tolong tambakan lokasi Nia,5,1,TolongtambakanlokasiNia,tolongtambakanlokasinia,['tolongtambakanlokasinia'],['tolongtambakanlokasinia']
978,Buat hiburan,5,1,Buathiburan,buathiburan,['buathiburan'],['buathiburan']
979,عالی اس,5,1,,,[],[]
980,Sangat bagus,5,1,Sangatbagus,sangatbagus,['sangatbagus'],['sangatbagus']
981,tik tok,5,1,tiktok,tiktok,['tiktok'],['tiktok']
982,all ini bagus,5,1,allinibagus,allinibagus,['allinibagus'],['allinibagus']
983,Mimfarjana,5,1,Mimfarjana,mimfarjana,['mimfarjana'],['mimfarjana']
984,Wow keren,5,1,Wowkeren,wowkeren,['wowkeren'],['wowkeren']
985,Menyala abang kuhhhh🔥🔥🔥,5,1,Menyalaabangkuhhhh,menyalaabangkuhhhh,['menyalaabangkuhhhh'],['menyalaabangkuhhhh']
986,ga bisa live komal rugi banget sumpah tolong dong perbaiki tiktok buat yg di negaraku sekarang kalo tiktok bikin nyaman kami jg semakin senang dan gakan sungkan terus mensuport nya,5,1,gabisalivekomalrugibangetsumpahtolongdongperbaikitiktokbuatygdinegarakusekarangkalotiktokbikinnyamankamijgsemakinsenangdangakansungkanterusmensuportnya,gabisalivekomalrugibangetsumpahtolongdongperbaikitiktokbuatygdinegarakusekarangkalotiktokbikinnyamankamijgsemakinsenangdangakansungkanterusmensuportnya,['gabisalivekomalrugibangetsumpahtolongdongperbaikitiktokbuatygdinegarakusekarangkalotiktokbikinnyamankamijgsemakinsenangdangakansungkanterusmensuportnya'],['gabisalivekomalrugibangetsumpahtolongdongperbaikitiktokbuatygdinegarakusekarangkalotiktokbikinnyamankamijgsemakinsenangdangakansungkanterusmensuportnya']
987,Aku suka sama tiktok😁😁😁😆,5,1,Akusukasamatiktok,akusukasamatiktok,['akusukasamatiktok'],['akusukasamatiktok']
988,Konten motor di banned konten cewe goyang hot di biarin awokawokk,1,-1,Kontenmotordibannedkontencewegoyanghotdibiarinawokawokk,kontenmotordibannedkontencewegoyanghotdibiarinawokawokk,['kontenmotordibannedkontencewegoyanghotdibiarinawokawokk'],['kontenmotordibannedkontencewegoyanghotdibiarinawokawokk']
989,Kenapa baru download akun dibatasi 🤦🤦koinNya gak bisa di tarik,3,0,KenapabarudownloadakundibatasikoinNyagakbisaditarik,kenapabarudownloadakundibatasikoinnyagakbisaditarik,['kenapabarudownloadakundibatasikoinnyagakbisaditarik'],['kenapabarudownloadakundibatasikoinnyagakbisaditarik']
990,mkhan,5,1,mkhan,mkhan,['mkhan'],['mkhan']
991,"In this application, it seems like people's comments are very sensitive and toxic It's as if it was just left without being followed up... A small example of quarrels between races, ethnicities, differences between countries and even religions has become a joke... not only that, some accounts that have vulgar photo profiles are also not followed up..Please TikTok to tighten the image word filter in the application for the sake of morals, order and harmony between communities 🙏🏼🙏🏼",1,-1,InthisapplicationitseemslikepeoplescommentsareverysensitiveandtoxicItsasifitwasjustleftwithoutbeingfollowedupAsmallexampleofquarrelsbetweenracesethnicitiesdifferencesbetweencountriesandevenreligionshasbecomeajokenotonlythatsomeaccountsthathavevulgarphotoprofilesarealsonotfollowedupPleaseTikToktotightentheimagewordfilterintheapplicationforthesakeofmoralsorderandharmonybetweencommunities,inthisapplicationitseemslikepeoplescommentsareverysensitiveandtoxicitsasifitwasjustleftwithoutbeingfollowedupasmallexampleofquarrelsbetweenracesethnicitiesdifferencesbetweencountriesandevenreligionshasbecomeajokenotonlythatsomeaccountsthathavevulgarphotoprofilesarealsonotfolloweduppleasetiktoktotightentheimagewordfilterintheapplicationforthesakeofmoralsorderandharmonybetweencommunities,['inthisapplicationitseemslikepeoplescommentsareverysensitiveandtoxicitsasifitwasjustleftwithoutbeingfollowedupasmallexampleofquarrelsbetweenracesethnicitiesdifferencesbetweencountriesandevenreligionshasbecomeajokenotonlythatsomeaccountsthathavevulgarphotoprofilesarealsonotfolloweduppleasetiktoktotightentheimagewordfilterintheapplicationforthesakeofmoralsorderandharmonybetweencommunities'],['inthisapplicationitseemslikepeoplescommentsareverysensitiveandtoxicitsasifitwasjustleftwithoutbeingfollowedupasmallexampleofquarrelsbetweenracesethnicitiesdifferencesbetweencountriesandevenreligionshasbecomeajokenotonlythatsomeaccountsthathavevulgarphotoprofilesarealsonotfolloweduppleasetiktoktotightentheimagewordfilterintheapplicationforthesakeofmoralsorderandharmonybetweencommunities']
992,Kenapa setiap aku komen selalu hilang???? Sampai kapan komentarku dihilangin???,1,-1,KenapasetiapakukomenselaluhilangSampaikapankomentarkudihilangin,kenapasetiapakukomenselaluhilangsampaikapankomentarkudihilangin,['kenapasetiapakukomenselaluhilangsampaikapankomentarkudihilangin'],['kenapasetiapakukomenselaluhilangsampaikapankomentarkudihilangin']
993,Bagusss,5,1,Bagusss,bagusss,['bagusss'],['bagusss']
994,♥️,5,1,,,[],[]
995,Aplikasaun ne'e di'ak tamba bele hodi buka osan,5,1,Aplikasaunneediaktambabelehodibukaosan,aplikasaunneediaktambabelehodibukaosan,['aplikasaunneediaktambabelehodibukaosan'],['aplikasaunneediaktambabelehodibukaosan']
996,😭,3,0,,,[],[]
997,Keren,5,1,Keren,keren,['keren'],['keren']
998,Akun saya di blok tampa sebat nama tiktok ku Sapa__111,1,-1,AkunsayadibloktampasebatnamatiktokkuSapa,akunsayadibloktampasebatnamatiktokkusapa,['akunsayadibloktampasebatnamatiktokkusapa'],['akunsayadibloktampasebatnamatiktokkusapa']
999,Shukran,5,1,Shukran,shukran,['shukran'],['shukran']
