Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,Sentiment
2024-12-14 20:23:53,Kiranie Nur Fuzi,5,idiii bezirrr masih ada bug sihh seperti bug update dll tapii soal kualitas video behhh bagus mennn gw kasih bintang 5 dehh,idiii bezirrr masih ada bug sihh seperti bug update dll tapii soal kualitas video behhh bagus mennn gw kasih bintang  dehh,idiii bezirrr masih ada bug sihh seperti bug update dll tapii soal kualitas video behhh bagus mennn gw kasih bintang  dehh,idiii bezirrr masih ada bug sih seperti bug update dll tapi soal kualitas video behhh bagus mennn gue kasih bintang deh,"['idiii', 'bezirrr', 'masih', 'ada', 'bug', 'sih', 'seperti', 'bug', 'update', 'dll', 'tapi', 'soal', 'kualitas', 'video', 'behhh', 'bagus', 'mennn', 'gue', 'kasih', 'bintang', 'deh']","['idiii', 'bezirrr', 'bug', 'sih', 'bug', 'update', 'dll', 'kualitas', 'video', 'behhh', 'bagus', 'mennn', 'gue', 'kasih', 'bintang', 'deh']",idiii bezirrr bug sih bug update dll kualitas video behhh bagus mennn gue kasih bintang deh,Positif
2024-12-14 20:23:32,Darmaji 01,1,suka,suka,suka,suka,['suka'],['suka'],suka,Negative
2024-12-14 20:21:10,M Rasila Hadinata,1,"Lama buka tiktok + ngestak di logo + frem nya ngaruh ke apk lain, makin aneh",Lama buka tiktok  ngestak di logo  frem nya ngaruh ke apk lain makin aneh,lama buka tiktok  ngestak di logo  frem nya ngaruh ke apk lain makin aneh,lama buka tiktok ngestak di logo frem ya ngaruh ke apk lain makin aneh,"['lama', 'buka', 'tiktok', 'ngestak', 'di', 'logo', 'frem', 'ya', 'ngaruh', 'ke', 'apk', 'lain', 'makin', 'aneh']","['buka', 'tiktok', 'ngestak', 'logo', 'frem', 'ya', 'ngaruh', 'apk', 'aneh']",buka tiktok ngestak logo frem ya ngaruh apk aneh,Positif
2024-12-14 20:21:04,Hendrik Aja,5,Suka macet g kaya dulu aplikasi kadang TDK berpungsi.bikin hp hanks mengandung piris,Suka macet g kaya dulu aplikasi kadang TDK berpungsibikin hp hanks mengandung piris,suka macet g kaya dulu aplikasi kadang tdk berpungsibikin hp hanks mengandung piris,suka macet tidak kayak dulu aplikasi kadang tidak berpungsibikin hp hanks mengandung piris,"['suka', 'macet', 'tidak', 'kayak', 'dulu', 'aplikasi', 'kadang', 'tidak', 'berpungsibikin', 'hp', 'hanks', 'mengandung', 'piris']","['suka', 'macet', 'kayak', 'aplikasi', 'kadang', 'berpungsibikin', 'hp', 'hanks', 'mengandung', 'piris']",suka macet kayak aplikasi kadang berpungsibikin hp hanks kandung pir,Negative
2024-12-14 20:20:35,Kapri Kupri,1,Kenapa VT gua kgk bisa di bukak semua ....min kok ada tulisan melanggar komunitas bingung gua dengan tiktok,Kenapa VT gua kgk bisa di bukak semua min kok ada tulisan melanggar komunitas bingung gua dengan tiktok,kenapa vt gua kgk bisa di bukak semua min kok ada tulisan melanggar komunitas bingung gua dengan tiktok,kenapa vt gua kgk bisa di buka semua min kok ada tulisan melanggar komunitas bingung gua dengan tiktok,"['kenapa', 'vt', 'gua', 'kgk', 'bisa', 'di', 'buka', 'semua', 'min', 'kok', 'ada', 'tulisan', 'melanggar', 'komunitas', 'bingung', 'gua', 'dengan', 'tiktok']","['vt', 'gua', 'kgk', 'buka', 'min', 'tulisan', 'melanggar', 'komunitas', 'bingung', 'gua', 'tiktok']",vt gua kgk buka min tulis langgar komunitas bingung gua tiktok,Negative
2024-12-14 20:19:53,Agus Sedih,5,Rawwww,Rawwww,rawwww,rawwww,['rawwww'],['rawwww'],rawwww,Positif
2024-12-14 20:19:35,Ana dbm,2,"kenapa skrg sering ngebug ya? gabisa dibuka, sering uninstall biar bisa kebuka lg 😭",kenapa skrg sering ngebug ya gabisa dibuka sering uninstall biar bisa kebuka lg ,kenapa skrg sering ngebug ya gabisa dibuka sering uninstall biar bisa kebuka lg ,kenapa sekarang sering ngebug ya dibuka sering uninstall biar bisa kebuka lagi,"['kenapa', 'sekarang', 'sering', 'ngebug', 'ya', 'dibuka', 'sering', 'uninstall', 'biar', 'bisa', 'kebuka', 'lagi']","['ngebug', 'ya', 'dibuka', 'uninstall', 'biar', 'kebuka']",ngebug ya buka uninstall biar buka,Positif
2024-12-14 20:18:39,Nikma Nikma,5,Kren,Kren,kren,keren,['keren'],['keren'],keren,Negative
2024-12-14 20:18:02,Yani Anyasta,1,Karna akun tiktok saya di blokir selamanya 😓😢😥,Karna akun tiktok saya di blokir selamanya ,karna akun tiktok saya di blokir selamanya ,karena akun tiktok saya di blokir selamanya,"['karena', 'akun', 'tiktok', 'saya', 'di', 'blokir', 'selamanya']","['akun', 'tiktok', 'blokir']",akun tiktok blokir,Negative
2024-12-14 20:16:23,GUSTI GUSTI,3,"Tiktok nya suka keluar keluar sendiri padahal ngga ada ngelek"" Udh di update persi terbaru",Tiktok nya suka keluar keluar sendiri padahal ngga ada ngelek Udh di update persi terbaru,tiktok nya suka keluar keluar sendiri padahal ngga ada ngelek udh di update persi terbaru,tiktok ya suka keluar keluar sendiri padahal tidak ada ngelek sudah di update persi terbaru,"['tiktok', 'ya', 'suka', 'keluar', 'keluar', 'sendiri', 'padahal', 'tidak', 'ada', 'ngelek', 'sudah', 'di', 'update', 'persi', 'terbaru']","['tiktok', 'ya', 'suka', 'ngelek', 'update', 'persi', 'terbaru']",tiktok ya suka ngelek update pers baru,Positif
2024-12-14 20:15:37,Dzaki Mobile,1,"Tolong min tiktoknya benerin bugnya min,ku kira hp ku yang bermasalah ternyata tiktoknya",Tolong min tiktoknya benerin bugnya minku kira hp ku yang bermasalah ternyata tiktoknya,tolong min tiktoknya benerin bugnya minku kira hp ku yang bermasalah ternyata tiktoknya,tolong min tiktoknya benerin bugnya minku kira hp ku yang bermasalah ternyata tiktoknya,"['tolong', 'min', 'tiktoknya', 'benerin', 'bugnya', 'minku', 'kira', 'hp', 'ku', 'yang', 'bermasalah', 'ternyata', 'tiktoknya']","['tolong', 'min', 'tiktoknya', 'benerin', 'bugnya', 'minku', 'hp', 'ku', 'bermasalah', 'tiktoknya']",tolong min tiktoknya benerin bugnya min hp ku masalah tiktoknya,Negative
2024-12-14 20:15:06,Iskandri Rivo,5,Mantap 👍👍👍,Mantap ,mantap ,mantap,['mantap'],['mantap'],mantap,Positif
2024-12-14 20:14:22,Siti Supeni,5,Asyik menyenangkan,Asyik menyenangkan,asyik menyenangkan,asyik menyenangkan,"['asyik', 'menyenangkan']","['asyik', 'menyenangkan']",asyik senang,Positif
2024-12-14 20:13:35,Usni Phone,1,ini kenapa si tiktok setiap abis update selalu gabisa dibuka aneh,ini kenapa si tiktok setiap abis update selalu gabisa dibuka aneh,ini kenapa si tiktok setiap abis update selalu gabisa dibuka aneh,ini kenapa sih tiktok setiap habis update selalu dibuka aneh,"['ini', 'kenapa', 'sih', 'tiktok', 'setiap', 'habis', 'update', 'selalu', 'dibuka', 'aneh']","['sih', 'tiktok', 'habis', 'update', 'dibuka', 'aneh']",sih tiktok habis update buka aneh,Negative
2024-12-14 20:13:18,Yuniar Dwi Nandhini,5,Bagus bgt aplikasi nya buat yg lagi sedih jadi kehibur,Bagus bgt aplikasi nya buat yg lagi sedih jadi kehibur,bagus bgt aplikasi nya buat yg lagi sedih jadi kehibur,bagus banget aplikasi ya buat yang lagi sedih jadi kehibur,"['bagus', 'banget', 'aplikasi', 'ya', 'buat', 'yang', 'lagi', 'sedih', 'jadi', 'kehibur']","['bagus', 'banget', 'aplikasi', 'ya', 'sedih', 'kehibur']",bagus banget aplikasi ya sedih hibur,Positif
2024-12-14 20:12:33,Lis Ta,1,Lelet,Lelet,lelet,lelet,['lelet'],['lelet'],lelet,Negative
2024-12-14 20:10:56,aiko adella,5,Bagus banget menurut aku itu bisa kucari aku pengen ayah maksudnya aku mau Saputra terus ketemu aku suka banget deh,Bagus banget menurut aku itu bisa kucari aku pengen ayah maksudnya aku mau Saputra terus ketemu aku suka banget deh,bagus banget menurut aku itu bisa kucari aku pengen ayah maksudnya aku mau saputra terus ketemu aku suka banget deh,bagus banget menurut aku itu bisa kucari aku pengin ayah maksudnya aku mau saputra terus ketemu aku suka banget deh,"['bagus', 'banget', 'menurut', 'aku', 'itu', 'bisa', 'kucari', 'aku', 'pengin', 'ayah', 'maksudnya', 'aku', 'mau', 'saputra', 'terus', 'ketemu', 'aku', 'suka', 'banget', 'deh']","['bagus', 'banget', 'kucari', 'pengin', 'ayah', 'maksudnya', 'saputra', 'ketemu', 'suka', 'banget', 'deh']",bagus banget cari pengin ayah maksud saputra ketemu suka banget deh,Positif
2024-12-14 20:09:15,Natasya Hafizah,5,Aku sngt menyukai nya kerena ky bisa bikin tiktok dn yg lain,Aku sngt menyukai nya kerena ky bisa bikin tiktok dn yg lain,aku sngt menyukai nya kerena ky bisa bikin tiktok dn yg lain,aku sangat menyukai ya kerena kaya bisa bikin tiktok dan yang lain,"['aku', 'sangat', 'menyukai', 'ya', 'kerena', 'kaya', 'bisa', 'bikin', 'tiktok', 'dan', 'yang', 'lain']","['menyukai', 'ya', 'kerena', 'kaya', 'bikin', 'tiktok']",suka ya rena kaya bikin tiktok,Positif
2024-12-14 20:06:59,Dafa Khalid,2,Proses koin dapat kn nya lama,Proses koin dapat kn nya lama,proses koin dapat kn nya lama,proses koin dapat kan ya lama,"['proses', 'koin', 'dapat', 'kan', 'ya', 'lama']","['proses', 'koin', 'ya']",proses koin ya,Positif
2024-12-14 20:05:54,Abdul Rajab,1,Kok terkeluar mulu ykk,Kok terkeluar mulu ykk,kok terkeluar mulu ykk,kok terkeluar mulu ykk,"['kok', 'terkeluar', 'mulu', 'ykk']","['terkeluar', 'mulu', 'ykk']",keluar mulu ykk,Negative
2024-12-14 20:05:18,alimudin baharsyah,5,Kalo akun gw kg ilang lagi,Kalo akun gw kg ilang lagi,kalo akun gw kg ilang lagi,kalau akun gue kg hilang lagi,"['kalau', 'akun', 'gue', 'kg', 'hilang', 'lagi']","['akun', 'gue', 'kg', 'hilang']",akun gue kg hilang,Positif
2024-12-14 20:03:14,Keisha Subkhan,5,Bagus sekali Aku sukaa😘,Bagus sekali Aku sukaa,bagus sekali aku sukaa,bagus sekali aku suka,"['bagus', 'sekali', 'aku', 'suka']","['bagus', 'suka']",bagus suka,Negative
2024-12-14 20:02:48,Shela Aprilia,5,Sumpah tiktok ngeled hp gw,Sumpah tiktok ngeled hp gw,sumpah tiktok ngeled hp gw,sumpah tiktok ngeled hp gue,"['sumpah', 'tiktok', 'ngeled', 'hp', 'gue']","['sumpah', 'tiktok', 'ngeled', 'hp', 'gue']",sumpah tiktok ngeled hp gue,Positif
2024-12-14 20:02:30,Nanda Arvin,2,tolong ya tiktok ini udah install yg keberapa kali gara gara klo mau masuk ga bisa muluuu alhasil hapus lagi terus install lagiii....capeeek bgt jujur,tolong ya tiktok ini udah install yg keberapa kali gara gara klo mau masuk ga bisa muluuu alhasil hapus lagi terus install lagiiicapeeek bgt jujur,tolong ya tiktok ini udah install yg keberapa kali gara gara klo mau masuk ga bisa muluuu alhasil hapus lagi terus install lagiiicapeeek bgt jujur,tolong ya tiktok ini sudah install yang keberapa kali gara gara kalau mau masuk tidak bisa melulu alhasil hapus lagi terus install lagiiicapeeek banget jujur,"['tolong', 'ya', 'tiktok', 'ini', 'sudah', 'install', 'yang', 'keberapa', 'kali', 'gara', 'gara', 'kalau', 'mau', 'masuk', 'tidak', 'bisa', 'melulu', 'alhasil', 'hapus', 'lagi', 'terus', 'install', 'lagiiicapeeek', 'banget', 'jujur']","['tolong', 'ya', 'tiktok', 'install', 'keberapa', 'kali', 'gara', 'gara', 'masuk', 'melulu', 'alhasil', 'hapus', 'install', 'lagiiicapeeek', 'banget', 'jujur']",tolong ya tiktok install berapa kali gara gara masuk melulu alhasil hapus install lagiiicapeeek banget jujur,Negative
2024-12-14 20:01:47,Selina Selina,5,bagusss bngettt cuyyyyy,bagusss bngettt cuyyyyy,bagusss bngettt cuyyyyy,bagus banget cuyyyyy,"['bagus', 'banget', 'cuyyyyy']","['bagus', 'banget', 'cuyyyyy']",bagus banget cuyyyyy,Positif
2024-12-14 20:01:14,Hidayat Hi,5,Mantap bisa buat sering bersama kawan2 baru,Mantap bisa buat sering bersama kawan baru,mantap bisa buat sering bersama kawan baru,mantap bisa buat sering bersama kawan baru,"['mantap', 'bisa', 'buat', 'sering', 'bersama', 'kawan', 'baru']","['mantap', 'kawan']",mantap kawan,Positif
2024-12-14 19:59:32,Alfa Maulana,1,Nggak bisa download aplikasi tiktok harus bayar,Nggak bisa download aplikasi tiktok harus bayar,nggak bisa download aplikasi tiktok harus bayar,tidak bisa download aplikasi tiktok harus bayar,"['tidak', 'bisa', 'download', 'aplikasi', 'tiktok', 'harus', 'bayar']","['download', 'aplikasi', 'tiktok', 'bayar']",download aplikasi tiktok bayar,Negative
2024-12-14 19:58:37,Selly Langit,2,"tik tok ku g ada yg buat foto,tik tok KAMPUNKKK",tik tok ku g ada yg buat fototik tok KAMPUNKKK,tik tok ku g ada yg buat fototik tok kampunkkk,tik tok ku tidak ada yang buat fototik tok kampunkkk,"['tik', 'tok', 'ku', 'tidak', 'ada', 'yang', 'buat', 'fototik', 'tok', 'kampunkkk']","['tik', 'tok', 'ku', 'fototik', 'tok', 'kampunkkk']",tik tok ku fototik tok kampunkkk,Negative
2024-12-14 19:58:34,Luji Jtr,4,"KUALITAS LIVE SANGAT BURUK TERSENDAT"" ....🙏😭",KUALITAS LIVE SANGAT BURUK TERSENDAT ,kualitas live sangat buruk tersendat ,kualitas live sangat buruk tersendat,"['kualitas', 'live', 'sangat', 'buruk', 'tersendat']","['kualitas', 'live', 'buruk', 'tersendat']",kualitas live buruk sendat,Positif
2024-12-14 19:58:34,Nazira Pane,1,"payah untuk masuk, cuma logonya doang",payah untuk masuk cuma logonya doang,payah untuk masuk cuma logonya doang,payah untuk masuk cuma logonya doang,"['payah', 'untuk', 'masuk', 'cuma', 'logonya', 'doang']","['payah', 'masuk', 'logonya', 'doang']",payah masuk logo doang,Negative
2024-12-14 19:57:16,Tiaradwi Oktavia,2,Tiktok nya kadang gak bisa masuk susah di tap tap pokok nya susah masuk kadang trs donwload lagi donwload lagi sampai bisa masuk udah 200k lebih tpi g ada fitur live nyaa makin kecewa,Tiktok nya kadang gak bisa masuk susah di tap tap pokok nya susah masuk kadang trs donwload lagi donwload lagi sampai bisa masuk udah k lebih tpi g ada fitur live nyaa makin kecewa,tiktok nya kadang gak bisa masuk susah di tap tap pokok nya susah masuk kadang trs donwload lagi donwload lagi sampai bisa masuk udah k lebih tpi g ada fitur live nyaa makin kecewa,tiktok ya kadang tidak bisa masuk susah di tap tap pokok ya susah masuk kadang terus donwload lagi donwload lagi sampai bisa masuk sudah ke lebih tapi tidak ada fitur live nya makin kecewa,"['tiktok', 'ya', 'kadang', 'tidak', 'bisa', 'masuk', 'susah', 'di', 'tap', 'tap', 'pokok', 'ya', 'susah', 'masuk', 'kadang', 'terus', 'donwload', 'lagi', 'donwload', 'lagi', 'sampai', 'bisa', 'masuk', 'sudah', 'ke', 'lebih', 'tapi', 'tidak', 'ada', 'fitur', 'live', 'nya', 'makin', 'kecewa']","['tiktok', 'ya', 'kadang', 'masuk', 'susah', 'tap', 'tap', 'pokok', 'ya', 'susah', 'masuk', 'kadang', 'donwload', 'donwload', 'masuk', 'fitur', 'live', 'nya', 'kecewa']",tiktok ya kadang masuk susah tap tap pokok ya susah masuk kadang donwload donwload masuk fitur live nya kecewa,Positif
2024-12-14 19:56:43,DIMAS,1,tiktok ppk setiap mau live kok batas an usia emang kon tiktok ini,tiktok ppk setiap mau live kok batas an usia emang kon tiktok ini,tiktok ppk setiap mau live kok batas an usia emang kon tiktok ini,tiktok ppk setiap mau live kok batas an usia memang kon tiktok ini,"['tiktok', 'ppk', 'setiap', 'mau', 'live', 'kok', 'batas', 'an', 'usia', 'memang', 'kon', 'tiktok', 'ini']","['tiktok', 'ppk', 'live', 'batas', 'an', 'usia', 'kon', 'tiktok']",tiktok ppk live batas an usia kon tiktok,Negative
2024-12-14 19:55:53,Aulani,1,"banyak bug, sering gak bisa masuk, palingan kalo bisa masuk cuman muncul logo tik tok nya doang gak ada suara ataupun video",banyak bug sering gak bisa masuk palingan kalo bisa masuk cuman muncul logo tik tok nya doang gak ada suara ataupun video,banyak bug sering gak bisa masuk palingan kalo bisa masuk cuman muncul logo tik tok nya doang gak ada suara ataupun video,banyak bug sering tidak bisa masuk palingan kalau bisa masuk cuman muncul logo tik tok ya doang tidak ada suara ataupun video,"['banyak', 'bug', 'sering', 'tidak', 'bisa', 'masuk', 'palingan', 'kalau', 'bisa', 'masuk', 'cuman', 'muncul', 'logo', 'tik', 'tok', 'ya', 'doang', 'tidak', 'ada', 'suara', 'ataupun', 'video']","['bug', 'masuk', 'palingan', 'masuk', 'cuman', 'muncul', 'logo', 'tik', 'tok', 'ya', 'doang', 'suara', 'video']",bug masuk paling masuk cuman muncul logo tik tok ya doang suara video,Negative
2024-12-14 19:55:08,h o,2,knp ya akun tiktok ini langsung tiba tiba berubah jadi gk bisa loat orng live dan live,knp ya akun tiktok ini langsung tiba tiba berubah jadi gk bisa loat orng live dan live,knp ya akun tiktok ini langsung tiba tiba berubah jadi gk bisa loat orng live dan live,kenapa ya akun tiktok ini langsung tiba tiba berubah jadi tidak bisa loat orang live dan live,"['kenapa', 'ya', 'akun', 'tiktok', 'ini', 'langsung', 'tiba', 'tiba', 'berubah', 'jadi', 'tidak', 'bisa', 'loat', 'orang', 'live', 'dan', 'live']","['ya', 'akun', 'tiktok', 'langsung', 'berubah', 'loat', 'orang', 'live', 'live']",ya akun tiktok langsung ubah loat orang live live,Positif
2024-12-14 19:54:30,Sadam Sadam,1,Kok sering bug.kalo login lamaaaaaaaaa bet dahhhhhh 😡😑😑😑😑😑💩,Kok sering bugkalo login lamaaaaaaaaa bet dahhhhhh ,kok sering bugkalo login lamaaaaaaaaa bet dahhhhhh ,kok sering bugkalo login lamaaaaaaaaa banget dahhhhhh,"['kok', 'sering', 'bugkalo', 'login', 'lamaaaaaaaaa', 'banget', 'dahhhhhh']","['bugkalo', 'login', 'lamaaaaaaaaa', 'banget', 'dahhhhhh']",bugkalo login lamaaaaaaaaa banget dahhhhhh,Positif
2024-12-14 19:54:02,Nur Yadi,5,mantap,mantap,mantap,mantap,['mantap'],['mantap'],mantap,Positif
2024-12-14 19:53:27,Tika putri putri,5,Gak bisa berkata kata biar rating yang ngomong,Gak bisa berkata kata biar rating yang ngomong,gak bisa berkata kata biar rating yang ngomong,tidak bisa berkata kata biar rating yang mengomong,"['tidak', 'bisa', 'berkata', 'kata', 'biar', 'rating', 'yang', 'mengomong']","['biar', 'rating', 'mengomong']",biar rating omong,Negative
2024-12-14 19:52:12,Gumelar Priambodo,1,"apalaa masuk ga bisa masuk nya lama keluar"" sendiri",apalaa masuk ga bisa masuk nya lama keluar sendiri,apalaa masuk ga bisa masuk nya lama keluar sendiri,apalaa masuk tidak bisa masuk ya lama keluar sendiri,"['apalaa', 'masuk', 'tidak', 'bisa', 'masuk', 'ya', 'lama', 'keluar', 'sendiri']","['apalaa', 'masuk', 'masuk', 'ya']",apalaa masuk masuk ya,Negative
2024-12-14 19:50:53,Akun Vinesya,1,"inii kenapa ga bisaa pesan langsung sihh, streak aku di tt banyaakkk lohh, plss tt balikinnn semulaaaa 😭😭😭",inii kenapa ga bisaa pesan langsung sihh streak aku di tt banyaakkk lohh plss tt balikinnn semulaaaa ,inii kenapa ga bisaa pesan langsung sihh streak aku di tt banyaakkk lohh plss tt balikinnn semulaaaa ,ini kenapa tidak bisa pesan langsung sih streak aku di tt banyaakkk loh plss tt balikinnn semulaaaa,"['ini', 'kenapa', 'tidak', 'bisa', 'pesan', 'langsung', 'sih', 'streak', 'aku', 'di', 'tt', 'banyaakkk', 'loh', 'plss', 'tt', 'balikinnn', 'semulaaaa']","['pesan', 'langsung', 'sih', 'streak', 'tt', 'banyaakkk', 'loh', 'plss', 'tt', 'balikinnn', 'semulaaaa']",pesan langsung sih streak tt banyaakkk loh plss tt balikinnn semulaaaa,Negative
2024-12-14 19:50:07,Hayatul Masyura,1,"aplikasi apaan ini, suka bug, gabisa masuk, jadi harus uninstall dulu baru bisa, kadang pernah Ampe 3 kali uninstall, tolong diperbaiki, bug nya ngeselin banget",aplikasi apaan ini suka bug gabisa masuk jadi harus uninstall dulu baru bisa kadang pernah Ampe  kali uninstall tolong diperbaiki bug nya ngeselin banget,aplikasi apaan ini suka bug gabisa masuk jadi harus uninstall dulu baru bisa kadang pernah ampe  kali uninstall tolong diperbaiki bug nya ngeselin banget,aplikasi apaan ini suka bug masuk jadi harus uninstall dulu baru bisa kadang pernah sampai kali uninstall tolong diperbaiki bug ya mengesalkan banget,"['aplikasi', 'apaan', 'ini', 'suka', 'bug', 'masuk', 'jadi', 'harus', 'uninstall', 'dulu', 'baru', 'bisa', 'kadang', 'pernah', 'sampai', 'kali', 'uninstall', 'tolong', 'diperbaiki', 'bug', 'ya', 'mengesalkan', 'banget']","['aplikasi', 'suka', 'bug', 'masuk', 'uninstall', 'kadang', 'kali', 'uninstall', 'tolong', 'diperbaiki', 'bug', 'ya', 'mengesalkan', 'banget']",aplikasi suka bug masuk uninstall kadang kali uninstall tolong baik bug ya kesal banget,Positif
2024-12-14 19:49:39,Ahmad Lissofa,5,The best aplication,The best aplication,the best aplication,the best aplication,"['the', 'best', 'aplication']","['the', 'best', 'aplication']",the best aplication,Positif
2024-12-14 19:48:33,Zakira Yaya,1,"Halo tim tiktok, saya tidak mendapatkan poto live di tiktok saya tolong bantu cepat dengan cara sampai ada punya saya poto live",Halo tim tiktok saya tidak mendapatkan poto live di tiktok saya tolong bantu cepat dengan cara sampai ada punya saya poto live,halo tim tiktok saya tidak mendapatkan poto live di tiktok saya tolong bantu cepat dengan cara sampai ada punya saya poto live,halo tim tiktok saya tidak mendapatkan poto live di tiktok saya tolong bantu cepat dengan cara sampai ada punya saya poto live,"['halo', 'tim', 'tiktok', 'saya', 'tidak', 'mendapatkan', 'poto', 'live', 'di', 'tiktok', 'saya', 'tolong', 'bantu', 'cepat', 'dengan', 'cara', 'sampai', 'ada', 'punya', 'saya', 'poto', 'live']","['halo', 'tim', 'tiktok', 'poto', 'live', 'tiktok', 'tolong', 'bantu', 'cepat', 'poto', 'live']",halo tim tiktok poto live tiktok tolong bantu cepat poto live,Positif
